Mu_M,Mu_C,Stable,dB_Reduction,Recovery_MSE,Peak
0.005179474679231213,0.0019306977288832496,False,-99.0,999.0,189.228263419299
0.005179474679231213,0.005179474679231213,False,-99.0,999.0,179.9594328410302
0.005179474679231213,0.01389495494373136,False,-99.0,999.0,2288.202911954663
0.005179474679231213,0.03727593720314938,False,-99.0,999.0,85.54642073888124
0.005179474679231213,0.1,False,-99.0,999.0,1048.604134639223
0.01,1e-07,True,0.0015842893178756568,0.13060695942261638,0.6763550719635163
0.01,2.6826957952797275e-07,True,-0.03608329685874213,0.130983796005181,0.6661492534041298
0.01,7.196856730011514e-07,True,0.052396912768294224,0.13121822171777608,0.6861050752525615
0.01,1.9306977288832498e-06,True,-0.14124706036993254,0.1306749522584804,0.6883850893067344
0.01,5.179474679231212e-06,True,-0.17699731142898845,0.14349164862900296,0.7533726651620598
0.01,1.389495494373136e-05,True,-0.30542623965780635,0.14583807490177012,0.9356342921362776
0.01,3.727593720314938e-05,False,-99.0,999.0,2.233820151310764
0.01,0.0001,False,-99.0,999.0,1.7346060920085113
0.01,0.00026826957952797245,False,-99.0,999.0,6.650032162203568
0.01,0.0007196856730011514,False,-99.0,999.0,18.500157769087853
0.01,0.0019306977288832496,False,-99.0,999.0,32.37524239749022
0.01,0.005179474679231213,False,-99.0,999.0,447.0817676028061
0.01,0.01389495494373136,False,-99.0,999.0,67.70420772535711
0.01,0.03727593720314938,False,-99.0,999.0,4345.143982827609
0.01,0.1,False,-99.0,999.0,10548.528935986282
0.019306977288832496,1e-07,True,0.00029104059609273876,0.13083875538633502,0.6784106552955123
0.019306977288832496,2.6826957952797275e-07,True,-0.006407318861786385,0.1303908522021226,0.6802215156279846
0.019306977288832496,7.196856730011514e-07,True,0.04142446361171267,0.12923969031935517,0.702533549344518
0.019306977288832496,1.9306977288832498e-06,True,0.03896918798832556,0.13272706654055533,0.7087541335773108
0.019306977288832496,5.179474679231212e-06,True,0.004065585608167575,0.1332515314596871,0.6824323707854641
0.019306977288832496,1.389495494373136e-05,True,0.09986867848274286,0.13605636066366947,0.8275828796170008
0.019306977288832496,3.727593720314938e-05,True,-0.33340227274793766,0.14900476314929703,1.1979125556470689
0.019306977288832496,0.0001,False,-99.0,999.0,3.7647949262767657
0.019306977288832496,0.00026826957952797245,False,-99.0,999.0,11.476830799907932
0.019306977288832496,0.0007196856730011514,False,-99.0,999.0,14.552616492692271
0.019306977288832496,0.0019306977288832496,False,-99.0,999.0,25.000667317638545
0.019306977288832496,0.005179474679231213,False,-99.0,999.0,93.08632365273854
