Taps,Mu_M,Mu_C,Steady_State_MSE,Stability
512,0.00026826957952797245,2.1544346900318822e-06,0.1313019510390923,PASS
512,0.00026826957952797245,4.641588833612782e-06,0.13191659786019896,PASS
512,0.00026826957952797245,9.999999999999999e-06,0.13218970884997416,PASS
512,0.00026826957952797245,2.1544346900318823e-05,0.13163280159722085,PASS
512,0.00026826957952797245,4.641588833612772e-05,0.13202267877412235,PASS
512,0.00026826957952797245,0.0001,0.1326083955822448,PASS
512,0.00026826957952797245,0.00021544346900318823,0.13370440432776431,PASS
512,0.00026826957952797245,0.00046415888336127773,0.1326595938007202,PASS
512,0.00026826957952797245,0.001,0.13534885144808384,PASS
512,0.0007196856730011522,1e-06,0.13178400566131648,PASS
512,0.0007196856730011522,2.1544346900318822e-06,0.13188201081605927,PASS
512,0.0007196856730011522,4.641588833612782e-06,0.13171800234565112,PASS
512,0.0007196856730011522,9.999999999999999e-06,0.1318061245160308,PASS
512,0.0007196856730011522,2.1544346900318823e-05,0.13269845985636286,PASS
512,0.0007196856730011522,4.641588833612772e-05,0.1328380537829305,PASS
512,0.0007196856730011522,0.0001,0.13373041830698945,PASS
512,0.0007196856730011522,0.00021544346900318823,0.1356090252979095,PASS
512,0.0007196856730011522,0.00046415888336127773,0.145654385708023,PASS
512,0.0007196856730011522,0.001,0.16702453682258261,PASS
512,0.0019306977288832496,1e-06,0.13165924485881544,PASS
512,0.0019306977288832496,2.1544346900318822e-06,0.13232443141472178,PASS
512,0.0019306977288832496,4.641588833612782e-06,0.13209496774016372,PASS
512,0.0019306977288832496,9.999999999999999e-06,0.13231210085880754,PASS
512,0.0019306977288832496,2.1544346900318823e-05,0.13268677022962763,PASS
512,0.0019306977288832496,4.641588833612772e-05,0.13617890898015547,PASS
512,0.0019306977288832496,0.0001,0.13790007158037276,PASS
512,0.0019306977288832496,0.00021544346900318823,0.15246897242040194,PASS
512,0.0019306977288832496,0.00046415888336127773,0.18819083212485152,PASS
512,0.0019306977288832496,0.001,0.18440952668455773,PASS
512,0.005179474679231213,1e-06,0.13163287031669618,PASS
512,0.005179474679231213,2.1544346900318822e-06,0.131981149125362,PASS
512,0.005179474679231213,4.641588833612782e-06,0.13200466889424867,PASS
512,0.005179474679231213,9.999999999999999e-06,0.1331662486215414,PASS
512,0.005179474679231213,2.1544346900318823e-05,0.13611504956944928,PASS
512,0.005179474679231213,4.641588833612772e-05,0.14012512756812393,PASS
512,0.005179474679231213,0.0001,0.14714098509685938,PASS
512,0.005179474679231213,0.00021544346900318823,0.17983211074692185,PASS
512,0.005179474679231213,0.00046415888336127773,0.24029683847064734,PASS
512,0.005179474679231213,0.001,0.36019483367337213,FAIL
512,0.013894954943731374,1e-06,0.13209816985963382,PASS
512,0.013894954943731374,2.1544346900318822e-06,0.13242534102300763,PASS
512,0.013894954943731374,4.641588833612782e-06,0.13398204964492968,PASS
512,0.013894954943731374,9.999999999999999e-06,0.1359989034620747,PASS
512,0.013894954943731374,2.1544346900318823e-05,0.14076994833619952,PASS
512,0.013894954943731374,4.641588833612772e-05,0.15628194878130072,PASS
512,0.013894954943731374,0.0001,0.21164442687196341,PASS
512,0.013894954943731374,0.00021544346900318823,0.33327014633309837,FAIL
512,0.013894954943731374,0.00046415888336127773,0.8567169663931086,FAIL
512,0.013894954943731374,0.001,21.715438137057827,FAIL
512,0.03727593720314938,1e-06,0.1324300967535216,PASS
512,0.03727593720314938,2.1544346900318822e-06,0.13310117977155958,PASS
512,0.03727593720314938,4.641588833612782e-06,0.13583681534765854,PASS
512,0.03727593720314938,9.999999999999999e-06,0.14492705979118128,PASS
512,0.03727593720314938,2.1544346900318823e-05,0.14959008844746854,PASS
512,0.03727593720314938,4.641588833612772e-05,0.17034371905659704,PASS
512,0.03727593720314938,0.0001,0.3927066252709406,FAIL
512,0.03727593720314938,0.00021544346900318823,3.997505020126092,FAIL
512,0.03727593720314938,0.00046415888336127773,2.8079049313357585,FAIL
512,0.03727593720314938,0.001,1.2263732557879026,FAIL
512,0.1,1e-06,0.13365611850502043,PASS
512,0.1,2.1544346900318822e-06,0.13633472028533777,PASS
512,0.1,4.641588833612782e-06,0.13907235486524297,PASS
512,0.1,9.999999999999999e-06,0.14668294668839843,PASS
512,0.1,2.1544346900318823e-05,0.18657447608678457,PASS
512,0.1,4.641588833612772e-05,0.2720971473604824,PASS
512,0.1,0.0001,0.5369704994837338,FAIL
512,0.1,0.00021544346900318823,0.9221066328781095,FAIL
512,0.1,0.00046415888336127773,66.18805955118778,FAIL
512,0.1,0.001,19.89369671343878,FAIL
